year,month,route,monthly_flight_count
2015,2,sfo-bwi,18
2015,2,far-ord,167
2015,1,rsw-dtw,233
2015,1,ord-cho,62
2015,1,pdx-sea,176
2015,1,pdx-iad,5
2015,1,tpa-phl,234
2015,1,bdl-mdw,66
2015,1,dal-elp,117
2015,1,sea-mke,27
2015,1,phl-slc,65
2015,1,atl-shv,172
2015,1,pia-dtw,30
2015,1,mdt-atl,87
2015,1,dfw-lbb,119
2015,1,tpa-lax,54
2015,1,dtw-sfo,88
2015,1,yak-jnu,30
2015,2,dfw-mfe,139
2015,2,tus-ord,52
2015,2,mco-orh,28
2015,2,pvd-dtw,52
2015,2,lax-cmh,44
2015,2,myr-atl,103
2015,2,dfw-lit,111
2015,2,iah-bna,107
2015,2,den-tus,179
2015,2,dtw-azo,36
2015,2,dfw-act,134
2015,2,lbe-rsw,12
2015,2,las-oak,295
2015,2,geg-las,56
2015,2,lax-bwi,28
2015,2,slc-okc,28
2015,2,den-dsm,90
2015,2,ewr-jac,6
2015,1,atl-dfw,649
2015,1,dfw-sfo,439
2015,1,sgf-den,42
2015,1,dfw-msn,120
2015,1,pbi-iah,34
2015,1,phx-bos,120
2015,1,dca-fll,214
2015,1,aus-mco,89
2015,1,iah-xna,87
2015,1,ewr-sdf,53
2015,1,far-dfw,36
2015,1,mia-sju,217
2015,1,cvg-rsw,36
2015,1,dtw-srq,8
2015,1,dtw-sdf,1
2015,2,lax-tpa,47
2015,2,stt-mia,79
2015,2,dtw-rsw,218
2015,2,phx-slc,498
2015,2,clt-atl,517
2015,2,dtw-ord,393
2015,2,ags-atl,177
2015,2,ewr-tpa,178
2015,2,bhm-lga,45
2015,2,jan-dfw,189
2015,2,ord-evv,105
2015,2,bwi-mci,48
2015,2,las-lbb,28
2015,2,mci-msy,28
2015,2,mdw-rdu,76
2015,2,san-oak,286
2015,2,fat-sfo,129
2015,2,sfo-rdm,56
2015,2,slc-gcc,28
2015,2,sea-iad,31
2015,2,pit-lax,16
2015,2,phl-pit,76
2015,2,dca-phl,14
2015,2,sdf-dtw,2
2015,2,mtj-dfw,4
2015,2,myr-dtw,17
2015,1,grb-ord,241
2015,1,dtw-mco,241
2015,1,dtw-lga,439
2015,1,lax-sba,150
2015,1,lax-tus,248
2015,1,lax-saf,19
2015,1,atl-ase,31
2015,1,ogg-hnl,820
2015,1,iah-rdu,99
2015,1,clt-lax,175
2015,1,clt-atl,588
2015,1,mco-lax,199
2015,1,bdl-den,31
2015,1,den-bdl,31
2015,1,den-sdf,63
2015,1,iad-mdw,62
2015,1,ind-las,58
2015,1,dca-las,31
2015,1,lch-dfw,62
2015,1,xna-ewr,24
2015,1,saf-dfw,63
2015,1,gso-dfw,89
2015,1,mia-mem,31
2015,1,dfw-jax,118
2015,1,pbi-lax,18
2015,1,jax-jfk,67
2015,2,bna-dfw,217
2015,2,abq-sea,56
2015,2,msp-slc,136
2015,2,atl-clt,518
2015,2,bdl-dtw,110
2015,2,slc-ord,209
2015,2,cle-iad,102
2015,2,atl-cid,79
2015,2,syr-lga,12
2015,2,dfw-far,28
2015,2,dfw-gpt,83
2015,2,sfo-sat,28
2015,2,elp-aus,52
2015,2,san-abq,52
2015,2,tpa-bna,100
2015,2,tpa-phx,85
2015,2,mso-slc,71
2015,2,cvg-sfo,18
2015,2,mia-msy,43
2015,2,hnl-anc,16
2015,2,lga-bgr,9
2015,1,bos-myr,31
2015,1,tpa-msp,141
2015,1,slc-eko,61
2015,1,ewr-pbi,283
2015,1,rdu-mia,98
2015,1,bwi-isp,129
2015,1,bwi-pit,85
2015,1,ewr-stl,182
2015,1,las-tus,119
2015,1,mco-msy,96
2015,1,mdw-bhm,57
2015,1,rdu-atl,425
2015,1,sfo-mke,27
2015,1,tpa-bwi,190
2015,1,tpa-den,169
2015,1,tpa-sdf,35
2015,1,mco-hpn,94
2015,1,dfw-mlu,85
2015,1,iah-crw,27
2015,1,jan-atl,207
2015,1,aex-iah,80
2015,1,lgb-aus,36
2015,1,pdx-dtw,4
2015,1,dtw-orf,18
2015,1,atl-dsm,78
2015,1,mke-cvg,23
2015,1,lga-buf,25
2015,2,ord-jfk,96
2015,2,las-sea,425
2015,2,sna-msp,76
2015,2,sat-iah,193
2015,2,iah-mfe,204
2015,2,ord-grb,230
2015,2,ord-sux,52
2015,2,mci-las,132
2015,2,ewr-sfo,322
2015,2,aus-sjc,48
2015,2,den-bdl,28
2015,2,sjc-aus,51
2015,2,rdu-clt,174
2015,2,ord-pwm,1
2015,1,msp-sbn,31
2015,1,gjt-den,65
2015,1,sfo-bzn,5
2015,1,ida-den,69
2015,1,sfo-aus,186
2015,1,lih-phx,33
2015,1,pit-lax,18
2015,1,clt-rsw,176
2015,1,mco-den,250
2015,1,sna-smf,195
2015,1,tpa-atl,585
2015,1,orf-iah,27
2015,1,iah-btr,187
2015,1,bhm-den,31
2015,1,atl-fsm,78
2015,1,dtw-ric,54
2015,1,evv-ord,116
2015,1,dfw-cha,58
2015,1,ktn-sea,93
2015,1,anc-otz,57
2015,1,anc-adk,9
2015,1,ont-sea,65
2015,1,tpa-sea,31
2015,1,oma-msp,105
2015,1,oma-atl,147
2015,1,atl-orf,190
2015,1,bos-slc,37
2015,1,cid-dtw,80
2015,1,roc-dtw,16
2015,1,iad-syr,15
2015,2,sju-ord,84
2015,2,stt-jfk,52
2015,2,lax-dfw,557
2015,2,iah-sea,171
2015,2,bos-msp,142
2015,2,atl-myr,103
2015,2,mke-atl,259
2015,2,iah-abq,60
2015,2,den-guc,45
2015,2,ord-cwa,122
2015,2,cos-den,204
2015,2,las-den,498
2015,2,mqt-ord,24
2015,2,dfw-chs,55
2015,2,tpa-fll,160
2015,2,elp-hou,75
2015,2,fnt-tpa,28
2015,2,hou-okc,100
2015,2,lax-mci,52
2015,2,ont-sjc,108
2015,2,stl-grr,24
2015,2,tpa-ind,60
2015,2,tpa-acy,28
2015,2,stt-iad,16
2015,2,den-lih,4
2015,1,pih-slc,61
2015,1,iah-mem,134
2015,1,dro-phx,70
2015,1,bwi-lax,36
2015,1,phx-anc,38
2015,1,sju-phl,102
2015,1,clt-phx,242
2015,1,clt-pdx,16
2015,1,atl-ric,310
2015,1,cmh-mdw,139
2015,1,mci-bwi,54
2015,1,law-dfw,129
2015,1,grk-iah,54
2015,1,ind-ttn,2
2015,1,buf-ewr,31
2015,1,msy-sea,31
2015,1,srq-lga,35
2015,1,ege-lax,31
2015,1,cvg-san,3
2015,1,azo-atl,5
2015,1,dtw-hsv,15
2015,1,mdt-clt,26
2015,2,san-bos,79
2015,2,slc-aus,40
2015,2,atl-pwm,27
2015,2,dca-cle,117
2015,2,ewr-clt,339
2015,2,ord-buf,105
2015,2,dtw-cle,40
2015,2,den-sfo,391
2015,2,san-bwi,48
2015,2,ase-iah,75
2015,2,sju-clt,53
2015,2,ind-clt,73
2015,2,msp-okc,25
2015,2,lga-roc,13
2015,1,rsw-ord,184
2015,1,las-bwi,125
2015,1,pln-dtw,53
2015,1,sgu-den,31
2015,1,iah-bfl,57
2015,1,sfo-dfw,441
2015,1,bdl-ord,114
2015,1,sfo-ord,509
2015,1,lax-bwi,36
2015,1,mia-phl,244
2015,1,pbi-clt,171
2015,1,dal-lga,250
2015,1,bna-stl,58
2015,1,den-jax,31
2015,1,ict-mdw,54
2015,1,las-sat,118
2015,1,mco-atl,710
2015,1,smf-mdw,31
2015,1,bro-dfw,89
2015,1,mci-ewr,87
2015,1,cae-iah,32
2015,1,iad-sdf,5
2015,1,iah-cll,53
2015,1,ric-dtw,53
2015,1,avp-ord,35
2015,1,bna-jfk,31
2015,1,bzn-sea,2
2015,2,bur-sea,84
2015,2,sea-geg,260
2015,2,sjc-slc,151
2015,2,slc-pdx,182
2015,2,bdl-mco,140
2015,2,fll-ewr,338
2015,2,msp-tpa,132
2015,2,phl-msp,162
2015,2,san-atl,161
2015,2,anc-ome,32
2015,2,okc-iah,91
2015,2,iah-sat,204
2015,2,atl-mgm,177
2015,2,jln-dfw,56
2015,2,xna-ord,206
2015,2,dfw-tlh,56
2015,2,ase-dfw,56
2015,2,cle-mke,65
2015,2,bwi-roc,52
2015,2,mdw-lax,131
2015,2,mdw-oma,131
2015,2,phx-smf,253
2015,2,san-hou,56
2015,2,phl-lax,141
2015,2,fca-ord,4
2015,2,hdn-ewr,4
2015,1,lax-dfw,620
2015,1,ict-ord,197
2015,1,slc-den,600
2015,1,slc-cny,54
2015,1,dtw-apn,53
2015,1,iah-pdx,56
2015,1,clt-mia,274
2015,1,bzn-ord,4
2015,1,dal-sna,31
2015,1,mem-bwi,31
2015,1,rsw-cmh,57
2015,1,san-msy,31
2015,1,sat-san,58
2015,1,rsw-cle,79
2015,1,gso-ewr,84
2015,1,iah-orf,27
2015,1,mgm-dfw,88
2015,1,ord-sjc,35
2015,1,ord-psp,35
2015,2,clt-jfk,214
2015,2,atl-sea,166
2015,2,iad-jfk,80
2015,2,iah-hob,47
2015,2,ewr-stl,156
2015,2,far-den,108
2015,2,aus-den,206
2015,2,dfw-cou,56
2015,2,abq-ord,28
2015,2,dbq-ord,76
2015,2,dca-dal,237
2015,2,abq-san,48
2015,2,buf-mdw,52
2015,2,dca-mke,84
2015,2,hou-tul,76
2015,2,mco-stl,123
2015,2,iad-bdl,11
2015,2,myr-ord,17
2015,2,xna-cvg,11
2015,1,dsm-den,121
2015,1,clt-mco,269
2015,1,ord-phl,323
2015,1,pit-phl,91
2015,1,bwi-day,83
2015,1,atl-aus,252
2015,1,phx-tpa,93
2015,1,rdu-bna,91
2015,1,iad-grr,4
2015,1,cvg-fll,48
2015,1,dfw-cle,148
2015,1,gsp-dfw,58
2015,1,slc-dfw,260
2015,1,bna-dfw,232
2015,1,lga-srq,35
2015,1,pvd-atl,85
2015,1,hdn-sfo,5
2015,1,azo-msp,15
2015,2,fll-bos,212
2015,2,sju-tpa,84
2015,2,den-msp,383
2015,2,lex-atl,171
2015,2,hdn-atl,26
2015,2,mlu-dfw,78
2015,2,rdu-iah,64
2015,2,ind-den,106
2015,2,den-fsd,130
2015,2,ord-lex,142
2015,2,den-cle,109
2015,2,bos-mci,46
2015,2,mdw-bwi,151
2015,2,oak-bwi,28
2015,2,okc-dal,80
2015,2,pbi-phl,144
2015,2,mfr-slc,47
2015,2,cvg-rsw,27
2015,1,las-dfw,433
2015,1,den-lax,475
2015,1,grr-den,67
2015,1,eko-slc,61
2015,1,syr-clt,50
2015,1,elp-sat,54
2015,1,mco-aus,90
2015,1,mdw-mem,55
2015,1,oak-bur,343
2015,1,rsw-stl,79
2015,1,stl-oma,87
2015,1,tus-las,121
2015,1,ewr-las,152
2015,1,ord-sju,96
2015,1,dfw-okc,235
2015,1,bos-cle,73
2015,1,dfw-cvg,206
2015,1,hnl-pdx,62
2015,1,tul-dfw,244
2015,1,fsm-dfw,120
2015,1,jfk-ege,31
2015,1,mci-sea,31
2015,1,atl-syr,87
2015,1,atl-alb,86
2015,1,ttn-clt,18
2015,1,iad-chs,4
2015,1,ord-hdn,6
2015,2,hnl-sea,134
2015,2,bos-sfo,277
2015,2,slc-jfk,159
2015,2,ric-bos,173
2015,2,lga-tpa,180
2015,2,pit-dtw,30
2015,2,grr-dtw,79
2015,2,tus-msp,23
2015,2,clt-ewr,352
2015,2,mem-ewr,72
2015,2,lit-dtw,24
2015,2,sfo-den,367
2015,2,dfw-lbb,112
2015,2,grr-dfw,110
2015,2,mdw-stl,173
2015,2,stl-mdw,173
2015,2,slc-fca,65
2015,2,phl-msy,10
2015,1,phl-dfw,368
2015,1,iah-lax,356
2015,1,las-ewr,151
2015,1,elp-hou,85
2015,1,hou-den,147
2015,1,btv-ord,23
2015,1,lga-iad,103
2015,1,mco-ilg,17
2015,1,ttn-msp,3
2015,1,san-mia,31
2015,1,dca-sea,58
2015,1,ktn-jnu,31
2015,1,atl-cho,86
2015,1,lax-mtj,9
2015,2,pdx-ord,101
2015,2,swf-mco,28
2015,2,iah-atl,302
2015,2,tyr-iah,45
2015,2,ric-ord,169
2015,2,avp-atl,28
2015,2,gso-dfw,74
2015,2,cou-ord,56
2015,2,xna-lga,44
2015,2,hou-maf,100
2015,2,hou-pit,24
2015,2,lit-las,28
2015,2,maf-dal,126
2015,2,mci-stl,99
2015,2,msy-dal,208
2015,2,slc-gjt,51
2015,2,oth-sfo,16
2015,2,den-ida,56
2015,2,grb-atl,42
2015,2,msp-xna,30
2015,2,mdw-rno,4
2015,2,ord-ogg,4
2015,2,mbs-atl,3
2015,1,dtw-dfw,232
2015,1,ord-msp,489
2015,1,fwa-ord,208
2015,1,oak-slc,205
2015,1,clt-ind,58
2015,1,mco-cmh,115
2015,1,sdf-den,50
2015,1,clt-iad,9
2015,1,mia-gnv,52
2015,1,avp-ewr,1
2015,2,ord-sna,146
2015,2,ord-fll,256
2015,2,sea-dfw,263
2015,2,sdf-dfw,27
2015,2,atl-mco,648
2015,2,atl-ord,470
2015,2,atl-roa,103
2015,2,lga-bos,704
2015,2,scc-brw,56
2015,2,jnu-anc,80
2015,2,pdx-anc,56
2015,2,cle-msp,39
2015,2,iad-roc,58
2015,2,aus-msy,32
2015,2,mdw-ict,48
2015,2,mot-msp,28
2015,2,orf-iad,32
2015,2,iad-buf,11
2015,2,ogg-bli,16
2015,2,bzn-lax,21
2015,1,slc-iah,177
2015,1,cle-den,137
2015,1,clt-dfw,418
2015,1,ewr-clt,364
2015,1,mco-mci,62
2015,1,rsw-cak,35
2015,1,ewr-stt,40
2015,1,ord-mob,27
2015,1,ord-elp,27
2015,1,ric-iah,57
2015,1,sea-tus,36
2015,1,sju-bos,122
2015,1,mco-slc,96
2015,1,ewr-slc,31
2015,1,fll-orh,31
2015,1,pdx-lih,17
2015,1,lih-san,13
2015,2,jfk-las,295
2015,2,pbi-lga,278
2015,2,sea-pdx,155
2015,2,pvd-mco,166
2015,2,fll-rdu,56
2015,2,msp-pit,24
2015,2,atl-chs,229
2015,2,dfw-btr,222
2015,2,ggg-dfw,53
2015,2,ord-fsd,181
2015,2,dtw-cid,78
2015,2,dfw-abi,215
2015,2,smf-lax,539
2015,2,fnt-bwi,28
2015,2,las-boi,56
2015,2,phx-sdf,28
2015,2,fnt-msp,12
2015,2,slc-mfr,47
2015,2,okc-lax,27
2015,1,las-lax,954
2015,1,dfw-msp,250
2015,1,sfo-acv,149
2015,1,dfw-slc,259
2015,1,dtw-pln,53
2015,1,slc-sna,137
2015,1,den-far,110
2015,1,rdu-lax,51
2015,1,bwi-bhm,58
2015,1,mdw-lga,193
2015,1,dfw-crp,240
2015,1,chs-ewr,71
2015,1,ewr-msp,112
2015,1,dfw-mem,81
2015,1,ict-dfw,62
2015,1,msp-oma,106
2015,1,msp-bwi,55
2015,1,msp-smf,27
2015,1,cha-dtw,46
2015,1,msp-mot,50
2015,2,aus-lax,213
2015,2,aus-mco,80
2015,2,atl-fay,149
2015,2,hpn-ord,167
2015,2,iah-vps,56
2015,2,mlu-atl,101
2015,2,bwi-stl,78
2015,2,clt-bwi,290
2015,2,sea-sba,28
2015,2,sbn-atl,105
2015,2,iah-pdx,53
2015,2,sfo-koa,62
2015,2,clt-phl,258
2015,2,stt-clt,32
2015,2,mem-clt,80
2015,2,den-sun,7
2015,1,fll-pbg,31
2015,1,bzn-lax,10
2015,1,fca-slc,74
2015,1,dtw-mke,156
2015,1,den-dsm,84
2015,1,atl-lax,378
2015,1,hou-bna,113
2015,1,hrl-hou,143
2015,1,rsw-jfk,160
2015,1,fnt-ord,151
2015,1,lex-iah,27
2015,1,sna-atl,88
2015,1,atl-lit,162
2015,1,atl-sjc,23
2015,1,sfo-cvg,22
2015,2,dfw-san,276
2015,2,ord-stl,142
2015,2,rsw-jfk,148
2015,2,bos-den,147
2015,2,pvd-fll,84
2015,2,orf-atl,186
2015,2,ord-tys,152
2015,2,iah-ind,65
2015,2,gsp-iah,28
2015,2,ord-mli,160
2015,2,jax-lga,18
2015,2,rdu-msp,25
2015,2,dik-den,48
2015,2,dfw-gsp,52
2015,2,isp-fll,60
2015,2,las-bhm,28
2015,2,mdw-cle,128
2015,2,mke-lga,86
2015,2,slc-tus,80
2015,2,hnl-iah,28
2015,2,lga-dca,375
2015,1,slc-rdm,50
2015,1,las-sea,435
2015,1,bfl-sfo,62
2015,1,iah-elp,168
2015,1,dca-jfk,185
2015,1,cos-sfo,5
2015,1,ewr-iah,308
2015,1,las-boi,62
2015,1,abq-mdw,58
2015,1,mlu-dfw,85
2015,1,atl-mdt,87
2015,1,dtw-buf,60
2015,1,den-tys,34
2015,1,hnl-jfk,39
2015,1,ord-bmi,84
2015,1,mke-dfw,105
2015,1,sjc-bos,4
2015,1,bwi-msp,56
2015,1,mso-atl,2
2015,1,msy-mke,4
2015,1,mht-phx,1
2015,2,jfk-sfo,700
2015,2,lga-srq,44
2015,2,atl-sdf,226
2015,2,msp-grr,107
2015,2,anc-adk,8
2015,2,dfw-sjt,136
2015,2,cos-ord,69
2015,2,mem-den,59
2015,2,dsm-den,100
2015,2,las-cvg,34
2015,2,orf-lga,49
2015,2,day-den,32
2015,2,den-phl,140
2015,2,grr-mco,35
2015,2,las-fnt,28
2015,2,las-sjc,230
2015,2,spi-ord,84
2015,2,phx-fat,52
2015,2,den-bil,94
2015,2,clt-buf,101
2015,2,msp-inl,20
2015,2,rno-iah,5
2015,1,ord-rsw,182
2015,1,den-atl,383
2015,1,jac-lax,39
2015,1,tus-phx,68
2015,1,phx-bfl,59
2015,1,clt-sfo,148
2015,1,cle-bna,57
2015,1,cle-bwi,92
2015,1,den-ind,134
2015,1,fll-isp,66
2015,1,isp-pbi,62
2015,1,lbb-las,31
2015,1,tpa-roc,31
2015,1,dik-den,54
2015,1,ewr-sav,40
2015,1,dfw-bmi,62
2015,1,psp-pdx,36
2015,1,msp-abq,7
2015,1,msp-jac,8
2015,1,sea-bzn,2
2015,1,roa-iad,4
2015,1,rsw-grr,26
2015,2,iad-lax,258
2015,2,aus-jfk,130
2015,2,jfk-pwm,72
2015,2,msp-mso,28
2015,2,iah-shv,114
2015,2,ewr-mem,72
2015,2,mob-iah,126
2015,2,ord-cak,89
2015,2,rst-atl,25
2015,2,mob-ord,27
2015,2,den-mco,235
2015,2,abq-mdw,52
2015,2,rdu-stl,28
2015,2,lbe-mco,28
2015,2,phx-dro,62
2015,2,cid-den,64
2015,2,san-lih,12
2015,2,pwm-ewr,41
2015,2,mco-msn,4
2015,1,lax-elp,101
2015,1,lax-msp,249
2015,1,slc-psc,86
2015,1,ase-ord,108
2015,1,iah-grr,31
2015,1,atl-msp,419
2015,1,day-bwi,83
2015,1,ric-atl,310
2015,1,sea-abq,62
2015,1,stl-lax,116
2015,1,ont-smf,189
2015,1,anc-den,31
2015,1,iah-ewr,306
2015,1,cou-ord,62
2015,1,dfw-hou,139
2015,1,sat-dfw,450
2015,1,aus-ord,166
2015,1,msp-psp,30
2015,1,mci-lga,59
2015,2,rsw-ewr,147
2015,2,atl-srq,163
2015,2,atl-tri,151
2015,2,pbi-dtw,32
2015,2,mci-iah,124
2015,2,isn-iah,28
2015,2,cle-ord,380
2015,2,cha-dtw,42
2015,2,bdl-bwi,157
2015,2,dal-lit,82
2015,2,dal-msy,208
2015,2,msy-dca,60
2015,2,roc-mdw,48
2015,2,sbp-phx,73
2015,2,rap-den,49
2015,2,gsp-ord,40
2015,1,ord-mco,399
2015,1,mfr-slc,57
2015,1,fll-iag,31
2015,1,sfo-cec,61
2015,1,bna-cvg,46
2015,1,jac-iah,9
2015,1,sfo-phl,184
2015,1,iad-den,286
2015,1,phx-ont,258
2015,1,mci-clt,131
2015,1,ilm-clt,1
2015,1,lga-dca,373
2015,1,bwi-grr,58
2015,1,ind-rsw,89
2015,1,jax-hou,31
2015,1,pvd-mco,185
2015,1,pib-mei,31
2015,1,iah-tys,62
2015,1,atl-xna,142
2015,1,ord-pvd,57
2015,1,jan-ord,54
2015,1,mco-mdt,22
2015,1,cvg-phx,14
2015,1,sna-dfw,291
2015,1,jac-msp,8
2015,1,srq-jfk,31
2015,1,far-atl,3
2015,1,tpa-ilg,9
2015,1,dtw-pwm,4
2015,1,cvg-mem,6
2015,1,iad-hsv,2
2015,2,pdx-san,140
2015,2,bos-lgb,16
2015,2,atl-okc,156
2015,2,atl-ric,283
2015,2,dtw-lga,404
2015,2,atl-gso,203
2015,2,slc-las,294
2015,2,msp-mci,101
2015,2,cvg-bos,24
2015,2,iad-cle,96
2015,2,dtw-grb,40
2015,2,hnl-oak,40
2015,2,sfo-dca,56
2015,2,elp-sat,48
2015,2,las-dal,112
2015,2,rno-las,262
2015,2,sjc-san,236
2015,2,tpa-roc,28
2015,2,pdx-bur,76
2015,2,den-bfl,50
2015,2,boi-lax,56
2015,2,lax-jac,31
2015,2,bqn-ewr,17
2015,1,bna-ord,296
2015,1,den-pub,53
2015,1,atl-iah,346
2015,1,den-mke,178
2015,1,mia-ric,5
2015,1,ewr-hnl,31
2015,1,sna-iah,131
2015,1,phx-geg,67
2015,1,bna-mdw,174
2015,1,tul-hou,84
2015,1,hou-pns,31
2015,1,lex-atl,201
2015,1,atl-grk,54
2015,1,dtw-cle,35
2015,1,anc-las,14
2015,1,sea-dtw,152
2015,1,bli-hnl,15
2015,1,sea-jac,5
2015,1,atl-stx,5
2015,1,mht-lga,45
2015,2,tpa-ord,220
2015,2,lga-fll,440
2015,2,den-lga,245
2015,2,hnl-slc,28
2015,2,mht-atl,28
2015,2,sfo-ogg,105
2015,2,gnv-mia,54
2015,2,dal-lga,235
2015,2,lbb-dal,132
2015,2,lbb-las,28
2015,2,pvd-tpa,52
2015,2,san-rno,55
2015,2,rap-msp,80
2015,2,den-hln,28
2015,2,tpa-iah,130
2015,2,pbi-clt,157
2015,2,msp-fwa,13
2015,1,apn-dtw,53
2015,1,phx-iah,300
2015,1,sat-phl,20
2015,1,bhm-hou,53
2015,1,cle-phx,80
2015,1,day-mco,31
2015,1,pvd-mdw,66
2015,1,sfo-atl,264
2015,1,iah-sju,41
2015,1,ewr-ege,31
2015,1,dfw-lch,62
2015,1,jax-ord,35
2015,1,pns-iah,117
2015,1,mia-bdl,31
2015,2,sfo-jfk,700
2015,2,dfw-sju,57
2015,2,rdu-bos,111
2015,2,jfk-buf,177
2015,2,lga-den,246
2015,2,atl-elp,51
2015,2,msp-dlh,52
2015,2,jnu-sea,56
2015,2,ome-anc,52
2015,2,dtw-hsv,15
2015,2,hnl-ito,388
2015,2,dfw-bis,28
2015,2,lga-tys,24
2015,2,dro-dfw,39
2015,2,phx-sbp,73
2015,2,lax-cld,188
2015,2,slc-msn,16
2015,2,lax-phl,141
2015,2,ase-atl,28
2015,2,grr-cvg,31
2015,2,tpa-ttn,21
2015,2,pns-ord,17
2015,1,oak-las,321
2015,1,ord-spi,93
2015,1,lax-oak,573
2015,1,phx-flg,142
2015,1,clt-dtw,301
2015,1,rdu-sfo,32
2015,1,ord-smf,36
2015,1,clt-aus,26
2015,1,tys-dfw,150
2015,1,cmh-iah,69
2015,1,ord-sux,58
2015,1,bna-mia,6
2015,1,den-mmh,1
2015,2,mco-dfw,363
2015,2,dfw-ord,606
2015,2,hpn-fll,56
2015,2,jfk-syr,84
2015,2,rsw-dca,112
2015,2,slc-phl,68
2015,2,sgf-atl,105
2015,2,iah-bro,106
2015,2,ewr-mht,37
2015,2,mia-mem,26
2015,2,aus-hrl,28
2015,2,oak-geg,48
2015,2,phx-phl,203
2015,2,rno-lax,136
2015,2,hdn-sea,12
2015,2,bwi-iah,49
2015,2,iah-ege,28
2015,2,hnl-iad,4
2015,1,bwi-dfw,150
2015,1,den-sna,307
2015,1,abr-msp,62
2015,1,msp-okc,35
2015,1,ase-iah,72
2015,1,ord-bzn,4
2015,1,aus-fll,62
2015,1,bna-lga,245
2015,1,mci-ind,54
2015,1,sat-dal,284
2015,1,sjc-sna,247
2015,1,ewr-pdx,30
2015,1,hsv-iah,78
2015,1,atl-grr,113
2015,1,slc-rno,88
2015,1,lga-msp,188
2015,1,msn-cvg,20
2015,1,pit-lga,57
2015,1,ome-otz,4
2015,1,pvd-rsw,4
2015,2,sea-aus,28
2015,2,mco-san,48
2015,2,oak-ogg,56
2015,2,hnl-san,52
2015,2,ewr-pbi,284
2015,2,atl-lax,342
2015,2,geg-slc,98
2015,2,rdu-lga,214
2015,2,jfk-cle,28
2015,2,las-iah,236
2015,2,chs-bna,28
2015,2,las-smf,207
2015,2,msy-aus,32
2015,2,den-psp,118
2015,2,mtj-lax,8
2015,2,sfo-oth,16
2015,2,clt-pit,214
2015,2,bdl-cle,6
2015,2,anc-koa,8
2015,1,iah-cvg,111
2015,1,ord-cmx,60
2015,1,slc-geg,102
2015,1,rap-slc,28
2015,1,sfo-jac,28
2015,1,lax-jfk,1144
2015,1,cle-ord,428
2015,1,buf-tpa,62
2015,1,bwi-dtw,218
2015,1,mco-mdw,217
2015,1,mdw-bos,88
2015,1,tpa-pvd,61
2015,1,sav-lga,12
2015,1,oak-ogg,62
2015,1,cha-dfw,58
2015,1,anc-pdx,73
2015,1,msp-jfk,46
2015,1,bzn-msp,31
2015,1,phx-cvg,13
2015,1,oth-sfo,17
2015,1,dtw-alb,7
2015,2,ord-sjc,28
2015,2,mia-ege,28
2015,2,rsw-bdl,56
2015,2,slc-lgb,174
2015,2,dtw-bdl,110
2015,2,atl-mob,178
2015,2,bna-dtw,155
2015,2,lax-anc,16
2015,2,ewr-iad,75
2015,2,pia-dtw,26
